year,tau,n_in,n_out,area_frac,med_diff,cliffs_delta,iqr_ratio
Elalab_2022,0.15,44,55,0.47888212900416643,75.072,0.587603305785124,1.3271966527196655
Elalab_2022,0.16,44,55,0.4720192703319179,75.072,0.587603305785124,1.3271966527196655
Elalab_2022,0.17,43,56,0.4636703910391359,73.72266666666667,0.5863787375415282,1.3103161397670546
Elalab_2022,0.18000000000000002,42,57,0.45605653269844565,74.94933333333333,0.5973266499582289,1.3109807208717523
Elalab_2022,0.19000000000000003,42,57,0.4498408120383649,74.94933333333333,0.5973266499582289,1.3109807208717523
Elalab_2022,0.20000000000000004,42,57,0.44407249543607913,74.94933333333333,0.5973266499582289,1.3109807208717523
Elalab_2022,0.21000000000000005,41,58,0.4387156307798013,82.30933333333333,0.6248948696383515,1.2776845637583891
Elalab_2022,0.22000000000000006,40,59,0.4320085645919635,79.856,0.6279661016949153,1.241206030150754
Elalab_2022,0.23000000000000007,39,60,0.42369963209005607,79.61066666666667,0.6376068376068376,1.223259762308998
Elalab_2022,0.24000000000000007,38,61,0.4139725885121019,81.81866666666667,0.6686798964624676,1.2867647058823524
Elalab_2022,0.2500000000000001,36,63,0.40367830050372905,81.57333333333334,0.6843033509700176,1.6114421930870084
Elalab_2022,0.2600000000000001,35,64,0.39332409230904436,82.55466666666668,0.7366071428571429,1.7772020725388598
Elalab_2022,0.27000000000000013,34,65,0.38286202777899836,83.78133333333334,0.7502262443438914,1.9879518072289153
Elalab_2022,0.28000000000000014,34,65,0.37275149500864846,83.78133333333334,0.7502262443438914,1.9879518072289153
Elalab_2022,0.29000000000000015,34,65,0.3630524141843065,83.78133333333334,0.7502262443438914,1.9879518072289153
Elalab_2022,0.30000000000000016,34,65,0.35329740785274016,83.78133333333334,0.7502262443438914,1.9879518072289153
Elalab_2022,0.31000000000000016,33,66,0.34356237491661107,85.49866666666668,0.7621671258034894,2.5290697674418605
Elalab_2022,0.3200000000000002,31,68,0.3336835335333336,87.09333333333333,0.7438330170777988,2.336120401337792
Elalab_2022,0.3300000000000002,27,72,0.323724798568307,87.33866666666665,0.7443415637860082,3.0627705627705626
Elalab_2022,0.3400000000000002,25,74,0.31355834029073276,85.744,0.7724324324324324,5.600806451612903
Elalab_2022,0.3500000000000002,25,74,0.30369947230289257,85.744,0.7724324324324324,5.600806451612903
Elalab_2022,0.3600000000000002,24,75,0.2944797529690452,84.64,0.7694444444444445,5.931623931623934
Elalab_2022,0.3700000000000002,22,77,0.2858552408192288,85.13066666666667,0.7927981109799291,6.236363636363638
Elalab_2022,0.3800000000000002,22,77,0.2771148829758761,85.13066666666667,0.7927981109799291,6.236363636363638
Elalab_2022,0.39000000000000024,22,77,0.2688299185484934,85.13066666666667,0.7927981109799291,6.236363636363638
Elalab_2022,0.40000000000000024,21,78,0.26127598039411504,84.64000000000001,0.7905982905982906,7.202127659574468
Elalab_2022,0.41000000000000025,21,78,0.2545449461317525,84.64000000000001,0.7905982905982906,7.202127659574468
Elalab_2022,0.42000000000000026,20,79,0.24767409810132904,83.65866666666668,0.7626582278481012,6.816326530612247
Elalab_2022,0.43000000000000027,19,80,0.2409510531971414,81.328,0.7348684210526316,6.436893203883496
Elalab_2022,0.4400000000000003,18,81,0.23486715694694665,78.99733333333333,0.6995884773662552,6.166666666666667
Elalab_2022,0.4500000000000003,17,82,0.22872733518952754,78.26133333333334,0.6929698708751794,7.179347826086956
Elalab_2022,0.4600000000000003,17,82,0.22261148150663315,78.26133333333334,0.6929698708751794,7.179347826086956
Elalab_2022,0.4700000000000003,16,83,0.21684715958343487,79.488,0.7816265060240963,7.834254143646411
Elalab_2022,0.4800000000000003,16,83,0.21099096004122508,79.488,0.7816265060240963,7.834254143646411
Elalab_2022,0.4900000000000003,16,83,0.2053145210579508,79.488,0.7816265060240963,7.834254143646411
Elalab_2022,0.5000000000000003,16,83,0.19926657691954316,79.488,0.7816265060240963,7.834254143646411
