year,tau,n_in,n_out,area_frac,med_diff,cliffs_delta,iqr_ratio
Cafine_Cafal_2019,0.15,79,104,0.38079676314970434,22.693333333333335,0.4808909444985394,1.495215311004785
Cafine_Cafal_2019,0.16,79,104,0.38067390698969644,22.693333333333335,0.4808909444985394,1.495215311004785
Cafine_Cafal_2019,0.17,79,104,0.38043638508034794,22.693333333333335,0.4808909444985394,1.495215311004785
Cafine_Cafal_2019,0.18000000000000002,79,104,0.37989581797631333,22.693333333333335,0.4808909444985394,1.495215311004785
Cafine_Cafal_2019,0.19000000000000003,78,105,0.37862630432289873,20.85333333333333,0.46813186813186813,1.4751773049645396
Cafine_Cafal_2019,0.20000000000000004,78,105,0.37628384687208216,20.85333333333333,0.46813186813186813,1.4751773049645396
Cafine_Cafal_2019,0.21000000000000005,76,107,0.37245073467983686,20.976,0.4672897196261682,1.5157384987893465
Cafine_Cafal_2019,0.22000000000000006,76,107,0.3672416334955035,20.976,0.4672897196261682,1.5157384987893465
Cafine_Cafal_2019,0.23000000000000007,74,109,0.3596736940390191,22.325333333333333,0.47879990081824947,1.5323383084577116
Cafine_Cafal_2019,0.24000000000000007,72,111,0.3496486313823775,22.325333333333333,0.47997997997998,1.5805626598465476
Cafine_Cafal_2019,0.2500000000000001,70,113,0.33773158386161484,23.061333333333337,0.4915297092288243,1.6388140161725069
Cafine_Cafal_2019,0.2600000000000001,69,114,0.3242337870820843,23.67466666666667,0.5041952707856598,1.6839080459770117
Cafine_Cafal_2019,0.27000000000000013,63,120,0.30915524104378594,20.85333333333333,0.44166666666666665,1.5722222222222224
Cafine_Cafal_2019,0.28000000000000014,57,126,0.29215194849869774,17.90933333333333,0.3973823447507658,1.5265957446808507
Cafine_Cafal_2019,0.29000000000000015,56,127,0.2730928628761446,17.173333333333332,0.38146794150731156,1.515625
Cafine_Cafal_2019,0.30000000000000016,51,132,0.25272331154684097,20.362666666666662,0.41889483065953653,1.5439560439560442
Cafine_Cafal_2019,0.31000000000000016,51,132,0.23148557668681508,20.362666666666662,0.41889483065953653,1.5439560439560442
Cafine_Cafal_2019,0.3200000000000002,50,133,0.21079659934149098,21.221333333333334,0.4481203007518797,1.6253602305475503
Cafine_Cafal_2019,0.3300000000000002,43,140,0.18901010696676332,21.589333333333332,0.48272425249169437,1.7098765432098766
Cafine_Cafal_2019,0.3400000000000002,37,146,0.16897636247481448,22.202666666666666,0.5614587189929656,1.7281249999999995
Cafine_Cafal_2019,0.3500000000000002,33,150,0.1497207069962488,22.079999999999995,0.5973737373737373,2.9619565217391295
Cafine_Cafal_2019,0.3600000000000002,32,151,0.13177551722443362,21.589333333333332,0.5877483443708609,2.591549295774647
Cafine_Cafal_2019,0.3700000000000002,29,154,0.11474765344734385,22.816,0.6309896999552171,3.4874999999999994
Cafine_Cafal_2019,0.3800000000000002,26,157,0.09819483348895114,21.09866666666667,0.5903968642822146,3.2134831460674147
Cafine_Cafal_2019,0.39000000000000024,22,161,0.08319000114665749,21.09866666666667,0.5889328063241107,3.1724137931034484
Cafine_Cafal_2019,0.40000000000000024,16,167,0.06926630301243304,23.674666666666667,0.7058383233532934,6.3720930232558155
Cafine_Cafal_2019,0.41000000000000025,15,168,0.05733287467033597,23.79733333333333,0.6968253968253968,5.989130434782608
Cafine_Cafal_2019,0.42000000000000026,11,172,0.047291431192359984,23.42933333333333,0.7896405919661733,19.89285714285714
Cafine_Cafal_2019,0.43000000000000027,10,173,0.038961783543826886,23.429333333333332,0.8289017341040462,27.799999999999997
Cafine_Cafal_2019,0.4400000000000003,9,174,0.0321473618687241,23.306666666666665,0.8128991060025543,23.166666666666664
Cafine_Cafal_2019,0.4500000000000003,8,175,0.027429685324422165,23.183999999999997,0.8085714285714286,37.199999999999996
Cafine_Cafal_2019,0.4600000000000003,7,176,0.023268956705489213,23.183999999999997,0.7881493506493507,35.0625
Cafine_Cafal_2019,0.4700000000000003,7,176,0.019796222582600293,23.183999999999997,0.7881493506493507,35.0625
Cafine_Cafal_2019,0.4800000000000003,6,177,0.016733008993070914,23.42933333333333,0.9689265536723164,79.99999999999991
Cafine_Cafal_2019,0.4900000000000003,5,178,0.014169410454240175,23.183999999999997,0.9550561797752809,70.12499999999996
Cafine_Cafal_2019,0.5000000000000003,5,178,0.012465805035464479,23.183999999999997,0.9550561797752809,70.12499999999996
