year,tau,n_in,n_out,area_frac,med_diff,cliffs_delta,iqr_ratio
Elalab_2021,0.15,23,76,0.30597244470365476,77.77066666666667,0.6372997711670481,1.4959677419354838
Elalab_2021,0.16,23,76,0.3028246375827398,77.77066666666667,0.6372997711670481,1.4959677419354838
Elalab_2021,0.17,23,76,0.29894979886790796,77.77066666666667,0.6372997711670481,1.4959677419354838
Elalab_2021,0.18000000000000002,23,76,0.2947074496770302,77.77066666666667,0.6372997711670481,1.4959677419354838
Elalab_2021,0.19000000000000003,23,76,0.2903093080017417,77.77066666666667,0.6372997711670481,1.4959677419354838
Elalab_2021,0.20000000000000004,23,76,0.2861348683553507,77.77066666666667,0.6372997711670481,1.4959677419354838
Elalab_2021,0.21000000000000005,21,78,0.28189251916447294,81.328,0.7045177045177046,7.7391304347826075
Elalab_2021,0.22000000000000006,21,78,0.2773705424374733,81.328,0.7045177045177046,7.7391304347826075
Elalab_2021,0.23000000000000007,21,78,0.2727806561659869,81.328,0.7045177045177046,7.7391304347826075
Elalab_2021,0.24000000000000007,20,79,0.2682466954017249,83.65866666666668,0.7455696202531645,7.540983606557376
Elalab_2021,0.2500000000000001,20,79,0.26413217594164573,83.65866666666668,0.7455696202531645,7.540983606557376
Elalab_2021,0.2600000000000001,20,79,0.25993776289981746,83.65866666666668,0.7455696202531645,7.540983606557376
Elalab_2021,0.27000000000000013,19,80,0.25563948820171534,81.81866666666667,0.781578947368421,11.719298245614034
Elalab_2021,0.28000000000000014,19,80,0.2511055274374533,81.81866666666667,0.781578947368421,11.719298245614034
Elalab_2021,0.29000000000000015,19,80,0.2468791569629254,81.81866666666667,0.781578947368421,11.719298245614034
Elalab_2021,0.30000000000000016,19,80,0.24287648851729496,81.81866666666667,0.781578947368421,11.719298245614034
Elalab_2021,0.31000000000000016,18,81,0.2394530485393456,84.02666666666667,0.8532235939643347,31.545454545454554
Elalab_2021,0.3200000000000002,18,81,0.23629725206025573,84.02666666666667,0.8532235939643347,31.545454545454554
Elalab_2021,0.3300000000000002,18,81,0.23316142897660316,84.02666666666667,0.8532235939643347,31.545454545454554
Elalab_2021,0.3400000000000002,18,81,0.22988579212488966,84.02666666666667,0.8532235939643347,31.545454545454554
Elalab_2021,0.3500000000000002,18,81,0.22648232554237754,84.02666666666667,0.8532235939643347,31.545454545454554
Elalab_2021,0.3600000000000002,17,82,0.22299896537811634,82.064,0.8708751793400287,34.475
Elalab_2021,0.3700000000000002,17,82,0.21931986593856984,82.064,0.8708751793400287,34.475
Elalab_2021,0.3800000000000002,17,82,0.21553690484274945,82.064,0.8708751793400287,34.475
Elalab_2021,0.39000000000000024,17,82,0.2113744492336208,82.064,0.8708751793400287,34.475
Elalab_2021,0.40000000000000024,17,82,0.20724395105719182,82.064,0.8708751793400287,34.475
Elalab_2021,0.41000000000000025,16,83,0.20303755397810117,80.22399999999999,0.8704819277108434,33.41463414634148
Elalab_2021,0.42000000000000026,16,83,0.19905086424882057,80.22399999999999,0.8704819277108434,33.41463414634148
Elalab_2021,0.43000000000000027,15,84,0.19533581269748695,82.55466666666666,0.973015873015873,37.57894736842105
Elalab_2021,0.4400000000000003,14,85,0.19162475582524077,80.22399999999999,0.9588235294117647,34.82926829268294
Elalab_2021,0.4500000000000003,14,85,0.1877459224313215,80.22399999999999,0.9588235294117647,34.82926829268294
Elalab_2021,0.4600000000000003,14,85,0.18369931251572905,80.22399999999999,0.9588235294117647,34.82926829268294
Elalab_2021,0.4700000000000003,14,85,0.17969264939101118,80.22399999999999,0.9588235294117647,34.82926829268294
Elalab_2021,0.4800000000000003,14,85,0.17545429487922087,80.22399999999999,0.9588235294117647,34.82926829268294
Elalab_2021,0.4900000000000003,14,85,0.17146760514994028,80.22399999999999,0.9588235294117647,34.82926829268294
Elalab_2021,0.5000000000000003,14,85,0.16732112825716147,80.22399999999999,0.9588235294117647,34.82926829268294
