year,tau,n_in,n_out,area_frac,med_diff,cliffs_delta,iqr_ratio
Cafine_Cafal_2022,0.15,79,104,0.36528579136213407,29.439999999999998,-0.6846397273612463,1.9836601307189539
Cafine_Cafal_2022,0.16,79,104,0.3649784333438489,29.439999999999998,-0.6846397273612463,1.9836601307189539
Cafine_Cafal_2022,0.17,79,104,0.36465780807297576,29.439999999999998,-0.6846397273612463,1.9836601307189539
Cafine_Cafal_2022,0.18000000000000002,79,104,0.364376247490278,29.439999999999998,-0.6846397273612463,1.9836601307189539
Cafine_Cafal_2022,0.19000000000000003,79,104,0.36411311364728566,29.439999999999998,-0.6846397273612463,1.9836601307189539
Cafine_Cafal_2022,0.20000000000000004,79,104,0.3639258979718793,29.439999999999998,-0.6846397273612463,1.9836601307189539
Cafine_Cafal_2022,0.21000000000000005,79,104,0.363769639219178,29.439999999999998,-0.6846397273612463,1.9836601307189539
Cafine_Cafal_2022,0.22000000000000006,79,104,0.3636074839097709,29.439999999999998,-0.6846397273612463,1.9836601307189539
Cafine_Cafal_2022,0.23000000000000007,79,104,0.36342690186065846,29.439999999999998,-0.6846397273612463,1.9836601307189539
Cafine_Cafal_2022,0.24000000000000007,79,104,0.3632175740976057,29.439999999999998,-0.6846397273612463,1.9836601307189539
Cafine_Cafal_2022,0.2500000000000001,79,104,0.36284682809473406,29.439999999999998,-0.6846397273612463,1.9836601307189539
Cafine_Cafal_2022,0.2600000000000001,79,104,0.36212597403746083,29.439999999999998,-0.6846397273612463,1.9836601307189539
Cafine_Cafal_2022,0.27000000000000013,79,104,0.360721119402325,29.439999999999998,-0.6846397273612463,1.9836601307189539
Cafine_Cafal_2022,0.28000000000000014,79,104,0.3577094530648828,29.439999999999998,-0.6846397273612463,1.9836601307189539
Cafine_Cafal_2022,0.29000000000000015,78,105,0.3521578449264552,29.685333333333332,-0.6963369963369963,2.02020202020202
Cafine_Cafal_2022,0.30000000000000016,75,108,0.34317149250695056,29.317333333333334,-0.7135802469135802,2.290697674418605
Cafine_Cafal_2022,0.31000000000000016,71,112,0.3305152706077286,29.072,-0.710135814889336,2.4358974358974352
Cafine_Cafal_2022,0.3200000000000002,69,114,0.31519159386876033,27.845333333333333,-0.6798881261123824,2.354166666666666
Cafine_Cafal_2022,0.3300000000000002,66,117,0.29773852308944193,27.232000000000003,-0.6583786583786584,2.1872659176029967
Cafine_Cafal_2022,0.3400000000000002,59,124,0.279381067925385,26.618666666666666,-0.6411973756150902,2.2769230769230773
Cafine_Cafal_2022,0.3500000000000002,53,130,0.25958411585554614,24.656,-0.6468795355587809,2.5466101694915255
Cafine_Cafal_2022,0.3600000000000002,51,132,0.23920709001978294,24.901333333333337,-0.6518122400475341,2.6964285714285716
Cafine_Cafal_2022,0.3700000000000002,48,135,0.21823893437427214,25.024,-0.6473765432098766,2.6484018264840183
Cafine_Cafal_2022,0.3800000000000002,46,137,0.19720886488335138,25.024,-0.6532846715328468,2.653846153846154
Cafine_Cafal_2022,0.39000000000000024,45,138,0.17743402490115898,24.778666666666666,-0.647987117552335,2.575471698113208
Cafine_Cafal_2022,0.40000000000000024,40,143,0.15900581105663347,24.04266666666667,-0.6617132867132867,2.657004830917874
Cafine_Cafal_2022,0.41000000000000025,38,145,0.14218809426235549,24.656,-0.6909255898366606,2.9942857142857138
Cafine_Cafal_2022,0.42000000000000026,35,148,0.1272535902659642,25.024,-0.6982625482625483,3.1337209302325575
Cafine_Cafal_2022,0.43000000000000027,29,154,0.11371509606965013,23.79733333333333,-0.6802507836990596,3.4874999999999994
Cafine_Cafal_2022,0.4400000000000003,28,155,0.10183206016846462,23.919999999999995,-0.7018433179723502,4.524590163934425
Cafine_Cafal_2022,0.4500000000000003,26,157,0.09122857707241856,24.16533333333333,-0.7569818716315532,5.454545454545455
Cafine_Cafal_2022,0.4600000000000003,24,159,0.08174396561128129,24.533333333333328,-0.814203354297694,5.6907216494845345
Cafine_Cafal_2022,0.4700000000000003,22,161,0.07274213473042417,23.429333333333332,-0.810841332580463,6.107526881720432
Cafine_Cafal_2022,0.4800000000000003,21,162,0.06435796816449034,23.306666666666665,-0.7968841857730746,5.6499999999999995
Cafine_Cafal_2022,0.4900000000000003,18,165,0.05623840958072533,22.570666666666668,-0.7713804713804714,5.600000000000001
Cafine_Cafal_2022,0.5000000000000003,17,166,0.048524239270478005,22.080000000000002,-0.758681785967399,5.6
